waveData1,waveData2,waveData3,waveData4,waveData5,waveData6,waveData7,waveData8,waveData9,waveData10,waveData11,waveData12,waveData13,waveData14,waveData15,waveData16,waveData17
3,0.50360724974507,0.409728774831602,0.241178964756741,0.20512043043267,16.1666666666667,6.92857142857143,4.40909090909091,3.03125,2.20454545454545,0.000884534586558645,-0.0015890967418164,0.148173867520462,0.0612244897959184,C08_Colony_8.xlsx,0.0379836593355332,2.82571428571429
2,0.997438746462978,0.729850015336886,0.671364534522946,0.308366833263741,24.25,12.125,8.08333333333333,3.23333333333333,5.38888888888889,-0.00170316721739941,0.109902971724309,0.132962745082978,0.0918367346938776,C08_Colony_9.xlsx,-0.964461273717576,1.84759126984127
3,0.553554737534277,0.420138952683274,0.381554803720859,0.29710840109655,16.1666666666667,4.04166666666667,4.85,6.0625,2.55263157894737,0.00182357332401259,-0.0515926728556556,0.0360752195891963,0.0714285714285714,D08_Colony_11.xlsx,0.948457188089866,2.43115079365079
4,0.689119504140384,0.314419113893951,0.235897757825819,0.178637784341486,12.125,6.92857142857143,4.40909090909091,2.85294117647059,2.20454545454545,-0.00244960167068757,0.080762588327173,0.0842092162583157,0.0714285714285714,D08_Colony_12.xlsx,0.0534699035538106,2.4124126984127
4,0.269370140838017,0.181750955747753,0.119283037646399,0.112171328077752,16.1666666666667,4.85,3.23333333333333,2.425,2.69444444444444,-0.0037102483620193,-0.00352133659886189,0.120054560574456,0.0612244897959184,D08_Colony_17.xlsx,-0.00946302094351193,3.81057936507936
4,0.283368840016117,0.23559116714144,0.180031834152858,0.153707764446606,16.1666666666667,3.73076923076923,6.92857142857143,2.85294117647059,2.55263157894737,-0.00438396733724273,0.023755784268183,0.100813692988683,0.0612244897959184,D08_Colony_27.xlsx,0.0405291557659698,3.71782738095238
3,0.744612744821184,0.289849988215323,0.243314324522002,0.227462663469747,16.1666666666667,9.7,2.30952380952381,4.04166666666667,2.69444444444444,0.00226953129664273,-0.212446453546097,0.0794096295194339,0.0612244897959184,D08_Colony_31.xlsx,0.0337746534507752,1.61097619047619
2,0.469198405969027,0.457867894569693,0.412665818712609,0.312579294315583,5.1,3.64285714285714,2.83333333333333,2.31818181818182,1.96153846153846,-0.0463073887840483,-0.308484368046763,0.147057721588099,0.0769230769230769,D08_Colony_32.xlsx,0.0807217289963063,1.58783928571429
2,0.496722654760281,0.468801179837768,0.338136422950993,0.307128213704627,24.25,8.08333333333333,12.125,5.38888888888889,3.46428571428571,-0.00171615115532519,-0.105284261123122,0.096168849121193,0.0714285714285714,D08_Colony_33.xlsx,0.022667697926636,2.61302579365079
1,0.360922756177592,0.219756231388512,0.189013806392087,0.188777298130226,24.25,4.40909090909091,5.38888888888889,2.20454545454545,2.85294117647059,0.00431092903147129,0.0465906341990631,0.113298908072968,0.0306122448979592,D08_Colony_35.xlsx,0.0246572643677656,2.71269642857143
3,0.41508215440378,0.35060855995172,0.329450225137395,0.254694085130749,12.125,4.40909090909091,6.0625,2.69444444444444,2.425,0.00266166152495607,0.161684277881891,0.0862206072863339,0.0714285714285714,E08_Colony_11.xlsx,0.0497314008052884,2.20790277777778
3,0.34799392061287,0.270106041546279,0.176619212622998,0.175203233699747,16.1666666666667,6.92857142857143,4.85,4.04166666666667,3.23333333333333,0.00681888921610669,-0.0614706220987988,0.0981652822813891,0.0510204081632653,E08_Colony_14.xlsx,0.0654418835118358,3.31977976190476
3,0.632843352764273,0.302221752541629,0.258640900602112,0.202089611749585,16.1666666666667,6.92857142857143,5.38888888888889,3.23333333333333,2.425,-0.00630144314333165,-0.0265717686540467,0.116944650174909,0.0612244897959184,E08_Colony_15.xlsx,0.0277210660309911,2.64427976190476
4,0.435299508582409,0.262087725522517,0.18056041231795,0.171408491198254,24.25,8.08333333333333,5.38888888888889,2.55263157894737,4.04166666666667,0.00120357877717685,0.140391929054759,0.0397567428872002,0.0612244897959184,E08_Colony_25.xlsx,0.0223570811478081,2.87155753968254
3,0.291477990583034,0.19606742457498,0.137283689259404,0.112908449689238,24.25,8.08333333333333,4.85,3.23333333333333,2.20454545454545,0.00592843502753921,-0.128806726076621,0.0947863960820814,0.0612244897959184,E08_Colony_26.xlsx,0.964924609179405,3.09980952380952
3,0.456290434307129,0.302617812916785,0.294770910500249,0.202561798193262,13.5,3.11538461538462,6.75,4.5,3.68181818181818,-0.00461901297814863,0.00461966368584909,0.161777691941914,0.0609756097560976,E08_Colony_29.xlsx,-0.812956469234837,2.88476388888889
4,0.284626538548111,0.174320165729635,0.118473395289196,0.114853500618038,12.125,6.92857142857143,4.40909090909091,2.69444444444444,3.23333333333333,0.000863823899468356,-0.0084170877792803,0.104700870023241,0.0612244897959184,E08_Colony_31.xlsx,0.0417142707063319,3.83474801587302
2,0.97956072711308,0.481368963299058,0.448513466693907,0.216204045099062,11.1666666666667,6.7,4.78571428571429,3.35,2.57692307692308,0.0100831109825746,0.010053336681693,0.117194203855651,0.0588235294117647,E08_Colony_32.xlsx,-0.86993588127085,2.12542063492063
4,0.265165756501841,0.134048298196905,0.092476107950318,0.054677937442493,16.75,6.7,2.79166666666667,2.39285714285714,1.52272727272727,0.0201632672976797,0.0407067905358466,0.131220055742154,0.0588235294117647,E08_Colony_33.xlsx,-0.961325063880432,3.4610753968254
2,0.944213238025269,0.801520197788107,0.545927032792772,0.49187130341959,6.25,9.375,3.40909090909091,4.16666666666667,2.88461538461538,-0.000135005358253591,0.385107973771969,0.0836163163324649,0.0789473684210526,E08_Colony_35.xlsx,-0.0264284872073584,1.57183134920635
4,0.198037483921984,0.117398946919471,0.113389414805954,0.089206246083731,16.1666666666667,6.0625,4.04166666666667,2.85294117647059,3.46428571428571,-0.0042050603453853,-0.0162903599375125,0.0478445106871431,0.0612244897959184,E08_Colony_37.xlsx,0.0573495373460655,3.97598412698413
2,0.843613055270203,0.708670337372397,0.373575800254674,0.337934453640104,24.25,6.92857142857143,12.125,4.04166666666667,3.03125,0.000268110295966312,0.00504828882072839,0.107987014019581,0.0408163265306122,E08_Colony_6.xlsx,0.0102757185029542,2.10890674603175
3,0.507322077367019,0.391251921247023,0.254905668223649,0.249383799802458,24.25,6.92857142857143,4.40909090909091,2.30952380952381,3.73076923076923,0.00154508487716034,-0.312250740359688,0.123051465689303,0.0714285714285714,E08_Colony_9.xlsx,0.00738330399271533,1.5559880952381
3,0.431872395187648,0.402153558520121,0.202694085876489,0.186053232930804,16.1666666666667,6.0625,8.08333333333333,2.85294117647059,3.46428571428571,-0.00979561486944623,-0.0611534975511666,0.11705012632057,0.0612244897959184,F08_Colony_14.xlsx,0.0976556262680643,2.91902380952381
4,0.290648177737548,0.0894925445625429,0.0830598129224952,0.0762696655036324,16.1666666666667,6.92857142857143,3.46428571428571,4.85,2.69444444444444,-0.00347738333918465,-0.0445786493563008,0.0677106950350805,0.0714285714285714,F08_Colony_18.xlsx,0.0474442317038942,3.95991071428571
